#   dely     C(y)    Ny
 0.0500  0.000441308      2843355
 0.1500  0.000274270      2749242
 0.2500  0.000030550      2590011
 0.3500  0.000086595      2387497
 0.4500  0.000079688      2163249
 0.5500  0.000041481      1928989
 0.6500  0.000031969      1691377
 0.7500  0.000069073      1454106
 0.8500 -0.000020821      1217492
 0.9500  0.000104005       985379
 1.0500 -0.000017129       759222
 1.1500  0.000022667       548732
 1.2500 -0.000060654       361005
 1.3500  0.000239660       209119
 1.4500  0.000237774        99410
 1.5500 -0.000311999        33112
 1.6500 -0.000420134         4962
 1.7500  0.002667008           88
 1.8500         -nan            0
 1.9500         -nan            0
