#   delphi     C(delphi)    Nphi
 5.0000  0.001171499      1224812
15.0000  0.000282858      1225166
25.0000  0.000189664      1224476
35.0000  0.000172651      1224457
45.0000  0.000134157      1222370
55.0000  0.000032368      1224530
65.0000  0.000175101      1224565
75.0000  0.000000653      1224522
85.0000  0.000081407      1223743
95.0000 -0.000021476      1222846
105.0000 -0.000004230      1222001
115.0000  0.000001847      1225069
125.0000  0.000164594      1223039
135.0000 -0.000100420      1223690
145.0000  0.000022700      1225539
155.0000 -0.000023515      1226057
165.0000 -0.000092081      1223945
175.0000 -0.000065538      1224803
