#   dely     C(y)    Ny
 0.0500  0.000485039      2842738
 0.1500  0.000223322      2752195
 0.2500  0.000187424      2586635
 0.3500 -0.000012762      2388119
 0.4500  0.000047116      2162912
 0.5500 -0.000028841      1928403
 0.6500  0.000081128      1689958
 0.7500  0.000178526      1452977
 0.8500  0.000044618      1217827
 0.9500  0.000104159       983805
 1.0500  0.000067302       757997
 1.1500 -0.000034391       548884
 1.2500 -0.000117762       361392
 1.3500 -0.000050558       209796
 1.4500  0.000348227        99208
 1.5500 -0.000328007        32745
 1.6500 -0.000301151         5006
 1.7500  0.000481132           83
 1.8500         -nan            0
 1.9500         -nan            0
