#   delphi     C(delphi)    Nphi
 5.0000  0.000531568       123698
15.0000  0.000556273       122753
25.0000  0.000149776       123447
35.0000  0.000036742       123899
45.0000  0.000358652       123482
55.0000  0.000449316       123626
65.0000  0.000140397       123050
75.0000  0.000043782       122706
85.0000 -0.000174502       123707
95.0000 -0.000082724       123642
105.0000  0.000049724       122409
115.0000  0.000095670       123308
125.0000  0.000160649       123533
135.0000  0.000261161       123158
145.0000  0.000047454       123632
155.0000  0.000050918       123311
165.0000 -0.000150998       123471
175.0000 -0.000159292       123345
