#   dely     C(y)    Ny
 0.0500  0.000363930       300732
 0.1500  0.000084812       290458
 0.2500  0.000323006       272098
 0.3500  0.000115759       248238
 0.4500 -0.000012103       222984
 0.5500 -0.000191107       196187
 0.6500  0.000087429       171158
 0.7500  0.000127029       144316
 0.8500 -0.000046703       118488
 0.9500 -0.000270639        92853
 1.0500 -0.000312052        68589
 1.1500 -0.000118183        46480
 1.2500 -0.000281480        27808
 1.3500  0.000929103        13636
 1.4500  0.000040173         5275
 1.5500 -0.002011324         1143
 1.6500 -0.000059642           92
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
