#   dely     C(y)    Ny
 0.0500  0.000114021       299910
 0.1500  0.000155119       289759
 0.2500  0.000027367       271377
 0.3500  0.000176474       249282
 0.4500  0.000254740       223195
 0.5500 -0.000054544       197712
 0.6500 -0.000287325       171183
 0.7500 -0.000470672       144328
 0.8500 -0.000270807       118219
 0.9500  0.000303695        93179
 1.0500  0.000015931        68700
 1.1500  0.000033770        46259
 1.2500 -0.000518410        28252
 1.3500  0.000378509        14094
 1.4500 -0.000187922         5316
 1.5500 -0.000392875         1211
 1.6500 -0.009293316           89
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
