#   delphi     C(delphi)    Nphi
 5.0000  0.000822853       123635
15.0000  0.000128736       123392
25.0000  0.000014241       123033
35.0000 -0.000614625       124132
45.0000  0.000302342       123270
55.0000  0.000080634       124060
65.0000 -0.000294490       123204
75.0000 -0.000105096       123365
85.0000  0.000158289       123214
95.0000  0.000362271       123434
105.0000  0.000210639       123155
115.0000 -0.000055018       123079
125.0000 -0.000245886       123121
135.0000  0.000299311       122872
145.0000 -0.000449679       123278
155.0000 -0.000202124       122908
165.0000 -0.000011441       123720
175.0000  0.000245343       123221
