#   delphi     C(delphi)    Nphi
 5.0000  0.001335767       123561
15.0000  0.000084842       122830
25.0000  0.000081510       123460
35.0000  0.000400859       123603
45.0000 -0.000294239       123763
55.0000  0.000110053       124034
65.0000 -0.000010662       123103
75.0000 -0.000280888       123398
85.0000  0.000171771       123056
95.0000 -0.000044863       123071
105.0000 -0.000026839       123161
115.0000  0.000218857       122876
125.0000 -0.000069621       123190
135.0000 -0.000111214       123803
145.0000 -0.000154156       123595
155.0000  0.000155087       123713
165.0000  0.000107094       123281
175.0000 -0.000142525       123037
