#   delphi     C(delphi)    Nphi
 5.0000  0.000629860       123114
15.0000  0.000289513       122713
25.0000 -0.000085219       123488
35.0000 -0.000030917       123889
45.0000 -0.000307885       123090
55.0000 -0.000240992       123333
65.0000  0.000474497       123353
75.0000  0.000270561       123373
85.0000  0.000355747       123370
95.0000 -0.000255992       123298
105.0000 -0.000045406       123762
115.0000 -0.000086991       123412
125.0000 -0.000191302       123194
135.0000 -0.000179745       123131
145.0000 -0.000107196       123351
155.0000 -0.000117137       123719
165.0000 -0.000011514       124028
175.0000  0.000168008       123411
