#   dely     C(y)    Ny
 0.0500  0.000496947       299235
 0.1500  0.000051753       289795
 0.2500  0.000033463       271949
 0.3500  0.000348033       248589
 0.4500 -0.000124729       223344
 0.5500 -0.000054858       197291
 0.6500  0.000178941       170956
 0.7500  0.000043364       144742
 0.8500  0.000490736       118868
 0.9500 -0.000275625        92750
 1.0500  0.000117560        68612
 1.1500 -0.000242643        46538
 1.2500  0.000346554        27713
 1.3500 -0.000627418        13969
 1.4500 -0.001045116         5460
 1.5500 -0.000492968         1184
 1.6500 -0.012392805           86
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
