#   dely     C(y)    Ny
 0.0500  0.000422038       301022
 0.1500  0.000263512       289382
 0.2500  0.000032288       271010
 0.3500 -0.000119348       248050
 0.4500  0.000082260       221953
 0.5500  0.000048533       196682
 0.6500 -0.000172220       171108
 0.7500  0.000096166       145084
 0.8500  0.000131062       118480
 0.9500  0.000030723        92932
 1.0500  0.000079425        68576
 1.1500  0.000144404        46162
 1.2500 -0.000117016        27993
 1.3500  0.000381105        13936
 1.4500  0.000579755         5245
 1.5500 -0.001370309         1189
 1.6500 -0.000006019          105
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
