#   dely     C(y)    Ny
 0.0500  0.000218363       300883
 0.1500  0.000170036       289447
 0.2500  0.000445854       270663
 0.3500 -0.000147823       248543
 0.4500 -0.000089218       222754
 0.5500  0.000154590       196349
 0.6500  0.000121953       171468
 0.7500  0.000094812       145282
 0.8500 -0.000125861       118984
 0.9500  0.000472389        93118
 1.0500  0.000152935        68992
 1.1500  0.000129553        46503
 1.2500 -0.000136336        28014
 1.3500  0.000308704        14133
 1.4500 -0.000063984         5247
 1.5500 -0.002242956         1163
 1.6500  0.000038564           76
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
