#   dely     C(y)    Ny
 0.0500  0.000619969       300944
 0.1500  0.000138042       289977
 0.2500  0.000211537       270930
 0.3500 -0.000211009       249100
 0.4500 -0.000225211       221963
 0.5500 -0.000106138       197247
 0.6500  0.000201840       171055
 0.7500  0.000044011       144755
 0.8500 -0.000609361       118601
 0.9500  0.000012566        93198
 1.0500 -0.000200519        68749
 1.1500  0.000161956        46589
 1.2500  0.000449121        27564
 1.3500  0.000152335        13862
 1.4500 -0.000615953         5162
 1.5500 -0.007029428         1154
 1.6500 -0.000313660          103
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
