#   delphi     C(delphi)    Nphi
 5.0000  0.000873160       122927
15.0000  0.000756897       123547
25.0000  0.000124745       123351
35.0000  0.000279101       123049
45.0000  0.000563094       123597
55.0000 -0.000059713       123304
65.0000  0.000435845       122646
75.0000  0.000138550       123589
85.0000  0.000446964       123882
95.0000 -0.000390928       123614
105.0000 -0.000043586       123094
115.0000  0.000283137       123254
125.0000  0.000456624       123366
135.0000  0.000183655       123491
145.0000  0.000088274       123074
155.0000 -0.000005975       123701
165.0000 -0.000247337       122813
175.0000 -0.000304731       123167
