   1.25   0.44146954  153.00000000    0.06956899    0.51747298  132.00000000    0.12808768    0.48825242  157.00000000    0.05345563    0.00013957   2.00000000         -nan
   3.75   0.47879056  143.00000000    0.03777811    0.45916315  131.00000000    0.03445663    0.40945215  145.00000000    0.06594877    1.30121980  18.00000000   0.06411869
   6.25   0.32347629  138.00000000    0.06822869    0.41644336  139.00000000    0.05158527    0.35677816  145.00000000    0.05274545    1.03720347  43.00000000   0.12826421
   8.75   0.26313511  147.00000000    0.03250078    0.27108611  153.00000000    0.03300999    0.30592018  129.00000000    0.03341099    0.51023285 109.00000000   0.04434904
  11.25   0.26516467  151.00000000    0.03171545    0.20750228  147.00000000    0.02263777    0.22379402  137.00000000    0.03131535    0.35960147 151.00000000   0.04092915
  13.75   0.18073066  132.00000000    0.02540781    0.15374906  162.00000000    0.01484088    0.16785616  151.00000000    0.02215152    0.24814866 261.00000000   0.02051467
  16.25   0.20314512  151.00000000    0.01993880    0.16631268  137.00000000    0.01954107    0.12768401  150.00000000    0.02606639    0.18691459 386.00000000   0.01357865
  18.75   0.13630075  128.00000000    0.02289338    0.08530455  151.00000000    0.03829891    0.09194873  140.00000000    0.01542459    0.14404050 493.00000000   0.01150660
  21.25   0.09123155  137.00000000    0.01695954    0.09167465  149.00000000    0.01043235    0.08870817  119.00000000    0.01693666    0.11056859 555.00000000   0.00993936
  23.75   0.11539632  129.00000000    0.02134070    0.04758887  145.00000000    0.01344414    0.04874403  135.00000000    0.01774227    0.07842728 712.00000000   0.00527061
  26.25   0.13387531  132.00000000    0.02116812    0.05615499  138.00000000    0.00871093    0.03633365  155.00000000    0.01112751    0.06694121 900.00000000   0.00648981
  28.75   0.05843670  137.00000000    0.01685124    0.03341409  142.00000000    0.01166645    0.05374992  138.00000000    0.01376217    0.04574705 1026.00000000   0.00370041
  31.25   0.07886827  147.00000000    0.01109803    0.02588179  144.00000000    0.00921309    0.02545094  140.00000000    0.01104432    0.04579102 1234.00000000   0.00347123
  33.75   0.06073773  142.00000000    0.01861499    0.00257536  126.00000000    0.01328212    0.03498012  133.00000000    0.00810388    0.03734681 1430.00000000   0.00333903
  36.25   0.06028194  125.00000000    0.01105865    0.02067076  155.00000000    0.01072308    0.02873265  123.00000000    0.01202442    0.03358825 1715.00000000   0.00326531
  38.75   0.03270058  139.00000000    0.01450858    0.03096587  148.00000000    0.01263054    0.02702720  122.00000000    0.01964878    0.03032434 1876.00000000   0.00289875
  41.25   0.05456400  145.00000000    0.01759163    0.03291242  147.00000000    0.00733910    0.01277423  132.00000000    0.01182466    0.02620575 2198.00000000   0.00292450
  43.75   0.06648510  120.00000000    0.01295705    0.02028178  151.00000000    0.01002629    0.00559041  133.00000000    0.00694668    0.01926067 2412.00000000   0.00228593
  46.25   0.03453173  138.00000000    0.00986619    0.01115646  128.00000000    0.00506860    0.02102351  126.00000000    0.01063923    0.01719867 2657.00000000   0.00194176
  48.75   0.05128281  122.00000000    0.01350489    0.01399145  138.00000000    0.00391421    0.02218308  124.00000000    0.01010603    0.01598396 2934.00000000   0.00186722
  51.25   0.02509287  137.00000000    0.01170082   -0.00810857  108.00000000    0.00866785    0.01337205  124.00000000    0.00905846    0.01643433 3229.00000000   0.00190467
  53.75   0.04366852  124.00000000    0.01012679    0.01938664  130.00000000    0.01292920    0.02817337  130.00000000    0.01864175    0.01464903 3452.00000000   0.00152800
  56.25   0.02048378  118.00000000    0.00628635    0.00221488  147.00000000    0.00387299    0.00475090  144.00000000    0.00801345    0.01013359 3930.00000000   0.00137711
  58.75   0.02997221  129.00000000    0.00792622   -0.00406749  145.00000000    0.00524895    0.01178740  146.00000000    0.00998593    0.00898330 4243.00000000   0.00157873
  61.25   0.03120710  129.00000000    0.00834371   -0.00673196  159.00000000    0.00894587   -0.00177122  131.00000000    0.01601670    0.00782312 4721.00000000   0.00142536
  63.75   0.03507356  113.00000000    0.01095042    0.02010358  147.00000000    0.00850529    0.00525755  148.00000000    0.00585242    0.00924146 5063.00000000   0.00161827
  66.25   0.02797367  121.00000000    0.00913479   -0.00566657  129.00000000    0.01050148    0.01366648  132.00000000    0.00680162    0.00846758 5304.00000000   0.00114409
