#   dely     C(y)    Ny
 0.0500  0.000502098       301010
 0.1500  0.000397094       289465
 0.2500  0.000008447       271662
 0.3500  0.000153552       247844
 0.4500 -0.000215442       222490
 0.5500  0.000237151       197260
 0.6500  0.000152583       170780
 0.7500 -0.000216337       144682
 0.8500  0.000018898       118333
 0.9500  0.000005730        93386
 1.0500  0.000088967        68775
 1.1500 -0.000489217        46291
 1.2500 -0.000050442        27846
 1.3500  0.000005583        13874
 1.4500  0.001383987         5191
 1.5500 -0.000162256         1198
 1.6500 -0.005008237           90
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
