#   dely     C(y)    Ny
 0.0500  0.000331692       300690
 0.1500  0.000236520       290355
 0.2500  0.000113808       272073
 0.3500  0.000229060       247742
 0.4500 -0.000208506       222140
 0.5500  0.000273614       197234
 0.6500  0.000201465       170675
 0.7500 -0.000428318       144736
 0.8500 -0.000017974       118263
 0.9500 -0.000124584        92976
 1.0500  0.000073222        68794
 1.1500  0.000892788        46481
 1.2500  0.000078116        27716
 1.3500  0.000221693        13775
 1.4500  0.000023591         5340
 1.5500  0.001246675         1284
 1.6500  0.014667448           93
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
