#   delphi     C(delphi)    Nphi
 5.0000  0.000885535       123562
15.0000  0.000367692       123855
25.0000 -0.000174539       123127
35.0000 -0.000286051       123997
45.0000  0.000005010       123811
55.0000 -0.000108898       123305
65.0000 -0.000076355       123042
75.0000  0.000122626       123731
85.0000 -0.000471966       123149
95.0000  0.000376544       123520
105.0000 -0.000233770       123390
115.0000  0.000234801       123232
125.0000 -0.000084621       123480
135.0000  0.000184585       123501
145.0000  0.000079210       123242
155.0000 -0.000143567       123656
165.0000 -0.000271814       123339
175.0000 -0.000027895       123126
