#   delphi     C(delphi)    Nphi
 5.0000  0.000353156       123312
15.0000  0.000390610       123470
25.0000  0.000437234       123872
35.0000 -0.000215029       123229
45.0000 -0.000095663       123512
55.0000  0.000540549       123632
65.0000 -0.000150125       123577
75.0000 -0.000024682       123230
85.0000  0.000075666       123184
95.0000  0.000168867       123767
105.0000  0.000388520       122991
115.0000  0.000182398       122636
125.0000  0.000248582       123420
135.0000 -0.000219724       123360
145.0000  0.000324587       122604
155.0000 -0.000030911       123249
165.0000  0.000041317       123598
175.0000  0.000078189       123397
