#   dely     C(y)    Ny
 0.0500  0.000120443       300064
 0.1500  0.000017720       289238
 0.2500  0.000117783       270665
 0.3500 -0.000178899       248597
 0.4500  0.000418818       222299
 0.5500  0.000051623       196645
 0.6500 -0.000394126       170906
 0.7500 -0.000130930       144275
 0.8500  0.000102886       118666
 0.9500 -0.000040477        92578
 1.0500 -0.000426336        68848
 1.1500 -0.000221008        46244
 1.2500 -0.000155984        27847
 1.3500 -0.000657289        13984
 1.4500 -0.000041017         5229
 1.5500 -0.002860507         1219
 1.6500 -0.013242496          112
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
