#   dely     C(y)    Ny
 0.0500  0.000520605       301421
 0.1500  0.000165946       289971
 0.2500  0.000053342       271978
 0.3500  0.000067505       248103
 0.4500  0.000078538       223681
 0.5500  0.000000454       197195
 0.6500 -0.000151110       170786
 0.7500 -0.000169845       144283
 0.8500 -0.000295452       118360
 0.9500 -0.000433735        93374
 1.0500 -0.000402776        68515
 1.1500 -0.000063038        46344
 1.2500 -0.000322342        27665
 1.3500 -0.000339188        14008
 1.4500  0.001127349         5321
 1.5500 -0.002389606         1146
 1.6500 -0.001779728           99
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
