#   delphi     C(delphi)    Nphi
 5.0000  0.001102704       123126
15.0000  0.000146321       123448
25.0000  0.000484173       123385
35.0000  0.000469031       123287
45.0000  0.000189324       123666
55.0000  0.000289943       123062
65.0000 -0.000557246       124137
75.0000 -0.000096185       123394
85.0000 -0.000349388       123007
95.0000  0.000165582       123527
105.0000  0.000237661       123721
115.0000  0.000195120       123022
125.0000  0.000131363       123115
135.0000 -0.000330974       123126
145.0000  0.000445691       123492
155.0000  0.000127225       123089
165.0000  0.000091574       122853
175.0000  0.000455991       123846
