#   dely     C(y)    Ny
 0.0500  0.000470676       299639
 0.1500  0.000166984       289787
 0.2500 -0.000187071       271521
 0.3500  0.000065305       248400
 0.4500  0.000225311       222832
 0.5500  0.000109171       196580
 0.6500  0.000347407       171884
 0.7500 -0.000165976       144479
 0.8500  0.000273278       119231
 0.9500  0.000432662        93216
 1.0500  0.000562386        68513
 1.1500 -0.000095035        46109
 1.2500  0.000805905        27733
 1.3500 -0.000014957        13807
 1.4500 -0.000668597         5300
 1.5500  0.005687797         1164
 1.6500 -0.003307812          108
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
