#   delphi     C(delphi)    Nphi
 5.0000  0.000496247       122958
15.0000  0.000069478       123538
25.0000  0.000365024       123790
35.0000  0.000343267       123483
45.0000  0.000284995       123453
55.0000  0.000113602       123029
65.0000  0.000228956       122806
75.0000 -0.000273643       123339
85.0000  0.000306137       123352
95.0000 -0.000292153       122991
105.0000  0.000390075       123729
115.0000 -0.000161895       123555
125.0000 -0.000239759       123961
135.0000 -0.000050208       122875
145.0000 -0.000054385       123543
155.0000  0.000482342       123122
165.0000 -0.000246076       123558
175.0000  0.000142718       123410
