#   dely     C(y)    Ny
 0.0500  0.000375499       300931
 0.1500  0.000265093       288836
 0.2500 -0.000027594       270690
 0.3500 -0.000044495       248892
 0.4500  0.000205467       223110
 0.5500 -0.000125882       196848
 0.6500  0.000143960       170965
 0.7500 -0.000625631       144773
 0.8500 -0.000428191       119672
 0.9500  0.000038485        93363
 1.0500  0.000467784        68781
 1.1500  0.000452774        46518
 1.2500  0.000248880        28014
 1.3500  0.001260277        13772
 1.4500  0.001035727         5219
 1.5500  0.000315093         1183
 1.6500 -0.003600992           92
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
