#   q     Cout       Nout      Cside       Nside       Clong        Nlong
  1.250  0.033381489            5  0.229197056            5  0.601176551            5         -nan            0
  3.750  0.521249379            6  0.245671629            6 -0.000026238            5  0.000000000            1
  6.250  0.494213602            5  0.366559218            9  0.062923206            9  1.001383915            2
  8.750  0.201692747            8  0.314449411            5  0.585811097            4  0.152813915            4
 11.250  0.310090715            5 -0.000008261            3  0.396737001            6  0.393465171            4
 13.750  0.000316260            8  0.160080786            9  0.079533818            8  0.199434444           10
 16.250  0.123680995            4  0.224378268            5  0.180769995           10  0.180757381           19
 18.750  0.215293984            6  0.180040247            4  0.101325793            6  0.153631161           18
 21.250  0.062824916            4  0.174044164            7  0.078342272            4  0.164176941           30
 23.750  0.122294609            4  0.059392984            7  0.020094240            5  0.104877153           28
 26.250  0.063924584            8  0.073420034            8  0.072449116            8  0.091252897           38
 28.750  0.023974210            5  0.067812132            5  0.026264245            9  0.012165028           40
 31.250  0.133345095            3  0.044046193            6 -0.001365988            4  0.047723803           39
 33.750  0.013221477            3  0.033596955            6  0.062939658            5  0.028578620           64
 36.250  0.105818698            9  0.022854593            6  0.004371388            7  0.046957392           69
 38.750 -0.173271608            5 -0.009537263            5  0.094377353            7  0.014549715           80
 41.250  0.006374940            7  0.133636917           11  0.026322541            7  0.025404876           94
 43.750  0.071603088            6  0.012607790            5  0.003349709            5  0.015291092           98
 46.250  0.168965116            6  0.009504357            6  0.029938868            5  0.010997633          122
 48.750  0.000164853            3  0.033091301            9  0.021302455            9  0.014163753          120
 51.250  0.001645864            6 -0.005816958            5  0.019392799            1  0.018045479          156
 53.750  0.076195211            5  0.004380963            8  0.001415930            4 -0.001586991          140
 56.250  0.013386317            6  0.000673653            4  0.032747578            5  0.007677655          143
 58.750  0.035461874            3  0.006822869            5 -0.008302331            3 -0.014722663          151
 61.250  0.009345856            8  0.008486173            4  0.051518816            5  0.003726793          207
 63.750 -0.001157308            6  0.012082389            5  0.006819262            9 -0.004967660          224
 66.250  0.060438706            6  0.031466240            5  0.000000000            4  0.005725753          240
 68.750  0.018669269            3 -0.003068919            8  0.149206701            3  0.005302891          253
 71.250  0.000301419            5  0.029594800            6  0.035235577            6  0.012446976          241
 73.750 -0.499198615            2 -0.099706878            8 -0.000301722            7 -0.002493608          271
 76.250 -0.016603443            1  0.000000000            3 -0.002239175            6  0.005552614          315
 78.750 -0.126525799            6 -0.000032506            3 -0.002891271            3  0.007792774          312
 81.250         -nan            0  0.006521130            6  0.024079093            2  0.001567957          327
 83.750  0.020907377            6  0.011218400            9 -0.002742831            5  0.005081764          354
 86.250  0.051583662            8  0.265363885            2 -0.000798176            6 -0.001901490          353
 88.750 -0.000983711            4  0.036421801            6 -0.004582735           11 -0.000720729          370
 91.250  0.000000003            4  0.001785516            3  0.001242987            5 -0.002257434          394
 93.750 -0.007061357            3  0.011559473            8  0.010529925            6  0.009017453          406
 96.250  0.008515340            7 -0.000448844            4 -0.001536181            4 -0.005121385          455
 98.750  0.076675895            7  0.000027268            7 -0.001404745            8  0.002415517          479
101.250  0.016787961            7  0.002168988            9 -0.002198893            3  0.005491266          473
103.750 -0.008733972            3  0.013018497            9 -0.000117408            5  0.002294458          446
106.250  0.022132029            3  0.002143214            5  0.014014949            6  0.001452414          527
108.750 -0.000189463            4 -0.000671370            7 -0.004961466            5  0.002914063          575
111.250 -0.027701322           14  0.008919565            4 -0.001700161            1  0.004726695          533
113.750 -0.001421558            4  0.002205454            6  0.008404940            6  0.003544717          546
116.250 -0.003481508           10 -0.019247665            9 -0.001645158            5  0.005846648          580
118.750 -0.000308462            4 -0.028790956           14  0.000148085            6 -0.008318399          673
121.250 -0.005676225            3  0.002661287            7 -0.012864040            1 -0.002489116          626
123.750 -0.004502338            5  0.001153208            8 -0.006292586            3 -0.000225169          715
126.250  0.006662837            3  0.004709746            7 -0.001934341            5  0.004506977          699
128.750 -0.004010687            5  0.013784048            5  0.000113539            3  0.001105221          714
131.250  0.004156811            3 -0.014284372            9  0.001599760            4  0.004733197          737
133.750  0.000956333            5 -0.021809464            7  0.002109269            3 -0.000513276          766
136.250  0.053253301            2 -0.002183327            6  0.019657043            7  0.002022282          829
138.750  0.002135196            5 -0.060055665            6 -0.001239921            6  0.010502499          863
141.250  0.010231994            1 -0.001283305            6 -0.001082740            6 -0.003935207          842
143.750 -0.025965318            4  0.000064580            2 -0.000518316            6  0.000017683          924
146.250  0.017178603            3  0.000685381            3 -0.002450053            6 -0.000574505          887
148.750 -0.009022636            5  0.000197651            4  0.000546520            3  0.002986058          956
151.250  0.051576861            2 -0.000954732            7 -0.001641134            6  0.002438374          995
153.750  0.002036682            4 -0.018122366            8  0.000579645            6  0.002184412         1007
156.250  0.002464066            4 -0.001808283            5 -0.003940502            5  0.001085056         1017
158.750 -0.003307410            1 -0.000105690            7 -0.001465253            5 -0.001669172         1026
161.250  0.002193085            4  0.000401057            5  0.003631850            6  0.002259105         1142
163.750 -0.005615706            5 -0.024393737            5  0.033057018            8  0.000638402         1122
166.250  0.000000000            1 -0.000795502            4         -nan            0  0.002027911         1133
168.750 -0.132540509            7 -0.000072286            6 -0.003128121            4  0.000666209         1078
171.250 -0.058989220            5  0.079781681            6 -0.003505299            7  0.001509836         1236
173.750  0.020068296            4  0.000066206            7  0.149418030            5  0.004602227         1237
176.250  0.244714719            3 -0.001931798            7 -0.000111675            7  0.002859935         1303
178.750         -nan            0  0.000064872            5  0.000965464            6 -0.003891156         1260
181.250  0.012544109            5  0.000951705            4  0.885393197            1  0.002682010         1322
183.750 -0.000146022            4 -0.001405265            4 -0.002294580            5  0.004255383         1290
186.250  0.000843756            5 -0.065320498            4  0.000000000            2 -0.000146430         1400
188.750 -0.000933052            6 -0.071642877            8  0.000410660            1 -0.002254657         1359
191.250 -0.330194238            3  0.002228358            4 -0.001339409            4  0.003234415         1394
193.750  0.047611908            3  0.001102139            5 -0.004750052            1 -0.001065232         1486
196.250  0.000468252            3 -0.000358250            3  0.001161985            4  0.002731214         1455
198.750  0.001185506            3  0.006216946            8  0.000606297            3  0.001890235         1508
201.250  0.074441414            2  0.000000000            1  0.000030902            4  0.000603110         1490
203.750         -nan            0  0.000686528            4  0.000780093            4  0.003624372         1589
206.250 -0.001142393            3  0.002186167            5 -0.056195308            5 -0.002336456         1596
208.750  0.000777610            4 -0.005537128            4  0.002813426            2  0.002399722         1643
211.250  0.000000000            2  0.000686232            7 -0.000401220            5  0.001297761         1594
213.750  0.002700137            2  0.000013884            8  0.000215497            1  0.001481819         1718
216.250  0.003930791            3  0.001032942            9  0.000710092            3 -0.002123704         1699
218.750  0.319359170            3 -0.076319628            6  0.000063867            7 -0.001566651         1777
221.250  0.000408615            2 -0.000227716            5  0.002219203            2  0.001297714         1734
223.750 -0.002745248            4 -0.000286861            5 -0.001017918            1 -0.000027299         1694
226.250  0.011170253            6  0.069506630            9  0.000241525            3  0.002328625         1826
228.750  0.182889729            4 -0.000020820            2  0.000895160            3 -0.000404786         1811
231.250  0.000000021            1 -0.042959731            6 -0.040663090            2 -0.000785703         1961
233.750 -0.000691041            7  0.039346303            6  0.000490327            3  0.000366597         1877
236.250  0.001630382           10 -0.000614068           10 -0.000070584            4 -0.001405827         1915
238.750 -0.197180895            3  0.000231017            7  0.167950955            4 -0.001889982         1947
241.250         -nan            0  0.040764021            7  0.000077845            3 -0.002344674         1958
243.750         -nan            0 -0.000871092           10  0.000006227            5  0.001317750         2029
