#   delphi     C(delphi)    Nphi
 5.0000  0.000692361       122878
15.0000  0.000233082       123313
25.0000  0.000267503       123770
35.0000  0.000006686       123520
45.0000  0.000124220       123196
55.0000  0.000175677       123387
65.0000 -0.000016189       123034
75.0000  0.000339230       122841
85.0000 -0.000264936       123160
95.0000 -0.000264610       123011
105.0000  0.000012226       123452
115.0000  0.000165375       123115
125.0000  0.000264817       123754
135.0000  0.000083098       123360
145.0000  0.000103956       123083
155.0000  0.000040396       123323
165.0000  0.000124511       123256
175.0000 -0.000231451       123456
