#   dely     C(y)    Ny
 0.0500  0.000534743       299685
 0.1500  0.000144002       290199
 0.2500  0.000110035       270219
 0.3500 -0.000123536       248207
 0.4500 -0.000106675       222840
 0.5500 -0.000259555       197015
 0.6500 -0.000009456       171388
 0.7500 -0.000188784       145975
 0.8500  0.000126688       118359
 0.9500  0.000215225        92682
 1.0500 -0.000504675        69259
 1.1500  0.000025174        46512
 1.2500  0.000213377        27838
 1.3500  0.000180644        14020
 1.4500  0.000521750         5377
 1.5500 -0.001029418         1215
 1.6500 -0.003284086           95
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
