#   dely     C(y)    Ny
 0.0500  0.000281119       299618
 0.1500  0.000233435       289622
 0.2500 -0.000136939       270776
 0.3500 -0.000031090       249073
 0.4500 -0.000239407       222072
 0.5500 -0.000030859       195811
 0.6500  0.000106749       170942
 0.7500 -0.000050847       144045
 0.8500 -0.000283611       118522
 0.9500  0.000190578        93165
 1.0500 -0.000044533        68408
 1.1500  0.000459985        46632
 1.2500 -0.000263284        27420
 1.3500  0.000365779        14090
 1.4500  0.002457082         5328
 1.5500  0.001010610         1212
 1.6500  0.017089687           84
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
