#   dely     C(y)    Ny
 0.0500  0.000355021       299549
 0.1500  0.000170502       290260
 0.2500  0.000412432       270862
 0.3500  0.000316969       248406
 0.4500  0.000169757       223013
 0.5500  0.000234912       196858
 0.6500 -0.000084467       171149
 0.7500 -0.000240525       145014
 0.8500 -0.000368593       118389
 0.9500  0.000505218        92864
 1.0500  0.000525661        68307
 1.1500 -0.000223183        46489
 1.2500  0.000604563        27685
 1.3500  0.001068183        14130
 1.4500 -0.000633741         5225
 1.5500  0.002230526         1176
 1.6500  0.002160062           89
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
