#   dely     C(y)    Ny
 0.0500  0.000273757       300465
 0.1500  0.000003484       290657
 0.2500  0.000302567       272046
 0.3500 -0.000183217       248309
 0.4500  0.000095051       223442
 0.5500  0.000328348       197153
 0.6500  0.000181056       170017
 0.7500  0.000034271       144483
 0.8500 -0.000250542       118833
 0.9500  0.000289753        93348
 1.0500 -0.000213284        68840
 1.1500 -0.000409940        46964
 1.2500  0.000657952        27791
 1.3500  0.000547730        13904
 1.4500  0.000435855         5280
 1.5500  0.002090829         1219
 1.6500 -0.002383407           93
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
