#   delphi     C(delphi)    Nphi
 5.0000  0.000884547       123606
15.0000  0.000390444       123360
25.0000 -0.000117817       123254
35.0000  0.000592627       122902
45.0000 -0.000140967       123405
55.0000 -0.000280653       123360
65.0000 -0.000016258       122732
75.0000  0.000277376       123119
85.0000  0.000378661       123700
95.0000  0.000507147       123706
105.0000 -0.000106010       123406
115.0000 -0.000174097       123783
125.0000 -0.000137909       123750
135.0000 -0.000078378       123095
145.0000 -0.000094875       123390
155.0000 -0.000260789       123910
165.0000 -0.000451028       123242
175.0000 -0.000297752       123165
