   0.05   0.00000000   0.00000000   0.00000000
   0.15   0.00000000   0.00000000   0.00000000
   0.25   0.00000000   0.00000000   0.00000000
   0.35   0.00000000   0.00000000   0.00000000
   0.45   0.00000000   0.00000000   0.00000000
   0.55   0.00000000   0.00000000   0.00000000
   0.65   0.00000000   0.00000000   0.00000000
   0.75   0.00000000   0.00000000   0.00000000
   0.85   0.00000000   0.00000000   0.00000000
   0.95   0.00000000   0.00000000   0.00000000
   1.05   0.00000000   0.00000000   0.00000000
   1.15   0.00000000   0.00000000   0.00000000
   1.25   0.00000000   0.00000000   0.00000000
   1.35   0.00000000   0.00000000   0.00000000
   1.45   0.00000000   0.00000000   0.00000000
   1.55   0.00000000   0.00000000   0.00000000
   1.65   0.00000000   0.00000000   0.00000000
   1.75   0.00000000   0.00000000   0.00000000
   1.85   0.00000000   0.00000000   0.00000000
   1.95   0.00000000   0.00000000   0.00000000
