  2.50   0.0001579   0.0001086   0.0000435   0.0000283   0.0000245   0.0000024
  7.50  -0.0005301   0.0004783   0.0001788   0.0001081   0.0001362   0.0000119
 12.50  -0.0020277   0.0006256   0.0002407   0.0000495   0.0002144   0.0000155
 17.50  -0.0021862   0.0006785   0.0002693  -0.0000671   0.0002538   0.0000060
 22.50  -0.0014507   0.0006832   0.0002879  -0.0001333   0.0002509  -0.0000007
 27.50  -0.0005907   0.0006773   0.0002919  -0.0001163   0.0002467   0.0000004
 32.50   0.0000194   0.0006501   0.0003057  -0.0000485   0.0002358   0.0000004
 37.50   0.0002932   0.0006367   0.0003359   0.0000379   0.0002154   0.0000069
 42.50   0.0003920   0.0006442   0.0003332   0.0000811   0.0002101   0.0000170
 47.50   0.0003613   0.0006142   0.0003216   0.0001299   0.0001899   0.0000190
 52.50   0.0003663   0.0006000   0.0003485   0.0001135   0.0001745   0.0000164
 57.50   0.0003218   0.0006045   0.0003409   0.0001335   0.0001680   0.0000098
 62.50   0.0002497   0.0005413   0.0003417   0.0001350   0.0001506   0.0000198
 67.50   0.0002866   0.0005197   0.0003541   0.0001217   0.0001812   0.0000218
 72.50   0.0002012   0.0005188   0.0003404   0.0001204   0.0001544   0.0000284
 77.50   0.0002055   0.0004960   0.0003318   0.0001111   0.0001320   0.0000173
 82.50   0.0001715   0.0004616   0.0003145   0.0000784   0.0001308   0.0000053
 87.50   0.0001408   0.0004400   0.0002847   0.0000919   0.0001143   0.0000320
 92.50   0.0001678   0.0004608   0.0002678   0.0000602   0.0001375   0.0000139
 97.50   0.0001152   0.0003075   0.0002317   0.0000678   0.0001337   0.0000205
102.50   0.0000826   0.0003114   0.0002903   0.0000718   0.0000907   0.0000184
107.50   0.0001100   0.0003280   0.0001926   0.0000330   0.0000647   0.0000258
112.50   0.0001105   0.0002338   0.0001884   0.0000782   0.0000781   0.0000193
117.50   0.0000415   0.0002223   0.0001643   0.0000667   0.0000672   0.0000173
122.50   0.0000904   0.0002431   0.0001209   0.0000599   0.0000470   0.0000152
127.50   0.0000849   0.0001745   0.0000743   0.0000383   0.0000369   0.0000264
132.50   0.0001294   0.0001708   0.0001238  -0.0000067   0.0000758   0.0000210
137.50   0.0000861  -0.0000001   0.0001388   0.0000257   0.0000561  -0.0000021
142.50   0.0000172   0.0000591   0.0000420  -0.0000048   0.0000532   0.0000195
147.50  -0.0000069  -0.0000303   0.0000130   0.0000013   0.0000641   0.0000119
152.50   0.0000523   0.0000120   0.0000363  -0.0000193  -0.0000168   0.0000044
157.50   0.0000577  -0.0001345   0.0000174   0.0000432   0.0000260   0.0000275
162.50   0.0000421  -0.0001221   0.0000044   0.0000866   0.0000570   0.0000232
167.50  -0.0000119  -0.0001323  -0.0000937   0.0000348   0.0000351   0.0000095
172.50  -0.0000223  -0.0000999  -0.0000961  -0.0000510  -0.0000074   0.0000076
177.50  -0.0000539  -0.0002101  -0.0000670  -0.0000149  -0.0000037   0.0000034
182.50   0.0000464  -0.0001620  -0.0000526  -0.0000220   0.0000373   0.0000114
187.50  -0.0000153  -0.0002346  -0.0000643  -0.0000094   0.0000413  -0.0000184
192.50  -0.0000394  -0.0001606  -0.0000643  -0.0000333  -0.0000414  -0.0000200
197.50   0.0000288  -0.0002250  -0.0001116   0.0000266  -0.0000420   0.0000136
202.50  -0.0001084  -0.0003449   0.0000146  -0.0000025   0.0000315   0.0000130
207.50   0.0000587  -0.0003056  -0.0000200  -0.0000206  -0.0000298   0.0000037
212.50  -0.0000163  -0.0002904  -0.0001359  -0.0000731  -0.0000779   0.0000191
217.50  -0.0000883  -0.0003889  -0.0002284  -0.0000471  -0.0000397   0.0000078
222.50   0.0000328  -0.0003057  -0.0001693   0.0000043  -0.0000565  -0.0000019
227.50  -0.0000894  -0.0001965  -0.0002100  -0.0000171  -0.0000150   0.0000337
