#   dely     C(y)    Ny
 0.0500  0.000200802      2842022
 0.1500 -0.000265540      2751578
 0.2500 -0.000173091      2593026
 0.3500  0.000109872      2389462
 0.4500  0.000092668      2162878
 0.5500  0.000003343      1926559
 0.6500 -0.000040699      1692828
 0.7500 -0.000027027      1453565
 0.8500 -0.000172805      1216699
 0.9500  0.000067536       983470
 1.0500  0.000048982       757655
 1.1500  0.000293229       547679
 1.2500  0.000148014       360702
 1.3500 -0.000091518       210076
 1.4500  0.000349657        99806
 1.5500  0.000029748        32691
 1.6500 -0.001958376         5058
 1.7500 -0.007936402           80
 1.8500         -nan            0
 1.9500         -nan            0
