#   delphi     C(delphi)    Nphi
 5.0000 -0.000515268      1223256
15.0000 -0.000157970      1223385
25.0000 -0.000187392      1223968
35.0000  0.000006643      1223747
45.0000 -0.000029271      1224430
55.0000 -0.000239254      1224249
65.0000 -0.000121137      1226253
75.0000 -0.000110829      1223141
85.0000  0.000034791      1222846
95.0000 -0.000259344      1223099
105.0000  0.000076132      1222458
115.0000  0.000068655      1222663
125.0000 -0.000101280      1221228
135.0000 -0.000063251      1223036
145.0000  0.000022331      1222200
155.0000 -0.000154739      1223461
165.0000 -0.000068536      1224458
175.0000  0.000179364      1222280
