#   delphi     C(delphi)    Nphi
 5.0000 -0.000093202      1223260
15.0000 -0.000436941      1221832
25.0000 -0.000377190      1222285
35.0000  0.000162870      1223079
45.0000  0.000235587      1222175
55.0000  0.000039679      1224807
65.0000  0.000264299      1223146
75.0000 -0.000043173      1223294
85.0000 -0.000050237      1223864
95.0000  0.000042100      1224655
105.0000  0.000136086      1225373
115.0000 -0.000142265      1224714
125.0000 -0.000131442      1223288
135.0000  0.000057526      1226330
145.0000  0.000141148      1225610
155.0000  0.000046981      1222865
165.0000  0.000014339      1224920
175.0000  0.000052590      1223343
