#   dely     C(y)    Ny
 0.0500 -0.000153646      2843432
 0.1500  0.000003832      2749953
 0.2500 -0.000108085      2588533
 0.3500  0.000020758      2387471
 0.4500  0.000027905      2162059
 0.5500 -0.000022288      1927394
 0.6500 -0.000353714      1691065
 0.7500 -0.000225441      1453188
 0.8500 -0.000024193      1215677
 0.9500 -0.000009240       985582
 1.0500 -0.000224021       760131
 1.1500 -0.000268977       547762
 1.2500 -0.000126164       361227
 1.3500 -0.000099076       209448
 1.4500 -0.000037506        99490
 1.5500  0.000480769        32643
 1.6500 -0.001515322         5014
 1.7500  0.000003358           89
 1.8500         -nan            0
 1.9500         -nan            0
