#   delphi     C(delphi)    Nphi
 5.0000 -0.000299099      1224812
15.0000 -0.000171183      1225166
25.0000  0.000013802      1224476
35.0000  0.000077173      1224457
45.0000 -0.000224553      1222370
55.0000 -0.000312682      1224530
65.0000 -0.000075570      1224565
75.0000 -0.000293097      1224522
85.0000  0.000102373      1223743
95.0000 -0.000270775      1222846
105.0000  0.000085517      1222001
115.0000  0.000213373      1225069
125.0000  0.000156618      1223039
135.0000 -0.000223363      1223690
145.0000 -0.000108166      1225539
155.0000  0.000050733      1226057
165.0000  0.000101456      1223945
175.0000 -0.000092381      1224803
