#   delphi     C(delphi)    Nphi
 5.0000  0.000156718      1223210
15.0000 -0.000634853      1223535
25.0000 -0.000327361      1224352
35.0000 -0.000553434      1222622
45.0000 -0.000183890      1221203
55.0000 -0.000265486      1224005
65.0000  0.000079949      1225469
75.0000 -0.000159106      1224346
85.0000 -0.000044187      1225078
95.0000 -0.000120883      1225929
105.0000 -0.000102262      1222873
115.0000  0.000133894      1223537
125.0000 -0.000057467      1224250
135.0000 -0.000119136      1223095
145.0000 -0.000009464      1224454
155.0000 -0.000184086      1222850
165.0000 -0.000129337      1221841
175.0000  0.000078941      1222340
