#   dely     C(y)    Ny
 0.0500 -0.000197918      2843826
 0.1500 -0.000347116      2750492
 0.2500 -0.000021575      2587778
 0.3500  0.000078352      2391130
 0.4500 -0.000204219      2161312
 0.5500  0.000109602      1930777
 0.6500  0.000022478      1691935
 0.7500 -0.000015242      1455087
 0.8500 -0.000137151      1218426
 0.9500  0.000325046       984239
 1.0500 -0.000039183       758242
 1.1500  0.000127141       548649
 1.2500 -0.000054510       361578
 1.3500 -0.000151393       208886
 1.4500  0.000213113       100187
 1.5500  0.000184825        33168
 1.6500 -0.001541878         5096
 1.7500  0.015988642           86
 1.8500         -nan            0
 1.9500         -nan            0
