#   delphi     C(delphi)    Nphi
 5.0000  0.000064451      1224638
15.0000 -0.000679017      1223092
25.0000 -0.000473052      1223177
35.0000 -0.000051132      1224969
45.0000 -0.000276301      1223428
55.0000 -0.000148345      1224332
65.0000  0.000004711      1223353
75.0000 -0.000137470      1224258
85.0000  0.000094949      1223505
95.0000  0.000114093      1221560
105.0000 -0.000048498      1222997
115.0000 -0.000083480      1223428
125.0000 -0.000011035      1223691
135.0000  0.000045688      1222985
145.0000 -0.000104138      1222233
155.0000 -0.000117243      1223737
165.0000 -0.000026607      1223063
175.0000  0.000168615      1226489
