#   dely     C(y)    Ny
 0.0500  0.000059859      2843209
 0.1500 -0.000342726      2751588
 0.2500  0.000021129      2591166
 0.3500 -0.000032892      2389788
 0.4500  0.000014136      2162513
 0.5500 -0.000004250      1927570
 0.6500  0.000130894      1691876
 0.7500 -0.000036233      1452640
 0.8500  0.000354955      1215880
 0.9500 -0.000064877       985204
 1.0500 -0.000015988       759587
 1.1500  0.000006641       547215
 1.2500  0.000289870       361632
 1.3500  0.000154821       210482
 1.4500  0.000030835       100209
 1.5500  0.000278615        33113
 1.6500  0.000004533         5069
 1.7500 -0.014444952           99
 1.8500         -nan            0
 1.9500         -nan            0
