#   dely     C(y)    Ny
 0.0500  0.000037026      2842641
 0.1500 -0.000340043      2748116
 0.2500  0.000057544      2589079
 0.3500 -0.000219698      2386966
 0.4500 -0.000250242      2163574
 0.5500  0.000024764      1931116
 0.6500 -0.000097798      1691933
 0.7500 -0.000032180      1453176
 0.8500  0.000063547      1216195
 0.9500 -0.000222561       986803
 1.0500 -0.000112340       758077
 1.1500  0.000052808       547459
 1.2500  0.000119082       361391
 1.3500 -0.000222523       209506
 1.4500 -0.000339941        99940
 1.5500 -0.000172603        32669
 1.6500 -0.000910027         4971
 1.7500 -0.002886360          100
 1.8500         -nan            0
 1.9500         -nan            0
