#   dely     C(y)    Ny
 0.0500 -0.000078641      2843971
 0.1500 -0.000039340      2749095
 0.2500 -0.000099979      2589789
 0.3500  0.000016196      2389163
 0.4500 -0.000028718      2166502
 0.5500  0.000179684      1928436
 0.6500  0.000419726      1690003
 0.7500 -0.000007890      1453022
 0.8500  0.000055720      1217198
 0.9500  0.000105868       984175
 1.0500  0.000000694       757273
 1.1500 -0.000166124       549151
 1.2500  0.000061540       361484
 1.3500  0.000004919       209667
 1.4500 -0.000586959        99757
 1.5500  0.000281173        33071
 1.6500  0.000401518         4980
 1.7500 -0.008698626           86
 1.8500         -nan            0
 1.9500         -nan            0
