#   delphi     C(delphi)    Nphi
 5.0000 -0.000274077      1223894
15.0000 -0.000323505      1223964
25.0000 -0.000502254      1223129
35.0000 -0.000545329      1222040
45.0000 -0.000013441      1223544
55.0000 -0.000221773      1223651
65.0000 -0.000303530      1223698
75.0000  0.000153832      1223444
85.0000 -0.000260963      1224801
95.0000  0.000400778      1224012
105.0000  0.000228943      1222487
115.0000  0.000279000      1223974
125.0000 -0.000052450      1224666
135.0000  0.000012234      1223559
145.0000 -0.000125918      1222218
155.0000 -0.000181089      1225221
165.0000 -0.000183907      1221345
175.0000  0.000149872      1224065
