#   delphi     C(delphi)    Nphi
 5.0000 -0.000009084      1225769
15.0000 -0.000189853      1222902
25.0000  0.000042612      1224342
35.0000  0.000215719      1223967
45.0000  0.000034944      1224784
55.0000  0.000133441      1224268
65.0000 -0.000123034      1223852
75.0000  0.000127144      1222161
85.0000  0.000007410      1223651
95.0000 -0.000140047      1223798
105.0000 -0.000147233      1222998
115.0000 -0.000058284      1223722
125.0000  0.000110199      1224960
135.0000  0.000056584      1224815
145.0000  0.000102253      1225287
155.0000 -0.000192403      1225185
165.0000 -0.000142225      1221423
175.0000  0.000139884      1222465
