#   dely     C(y)    Ny
 0.0500 -0.000282243      2842904
 0.1500 -0.000236487      2750695
 0.2500 -0.000219541      2590906
 0.3500 -0.000266426      2386417
 0.4500  0.000199434      2163842
 0.5500  0.000067576      1927961
 0.6500 -0.000355345      1691624
 0.7500 -0.000338188      1452859
 0.8500  0.000010850      1216905
 0.9500 -0.000139005       984809
 1.0500  0.000156392       759743
 1.1500  0.000285158       549557
 1.2500  0.000120303       360560
 1.3500  0.000158197       209646
 1.4500  0.000245766        99760
 1.5500  0.000120682        32760
 1.6500 -0.000107463         5044
 1.7500 -0.001058332           97
 1.8500         -nan            0
 1.9500         -nan            0
