#   dely     C(y)    Ny
 0.0500  0.000186307      2838714
 0.1500 -0.000006029      2750670
 0.2500  0.000105330      2590150
 0.3500  0.000178943      2389176
 0.4500  0.000054869      2163771
 0.5500 -0.000066437      1928200
 0.6500 -0.000058878      1691912
 0.7500  0.000080510      1453186
 0.8500 -0.000032062      1217477
 0.9500 -0.000360816       982986
 1.0500  0.000475110       758998
 1.1500 -0.000032050       548209
 1.2500 -0.000154201       360799
 1.3500 -0.000026098       209635
 1.4500  0.000179292        99539
 1.5500  0.000482311        33191
 1.6500 -0.000399658         5084
 1.7500  0.001563016           90
 1.8500         -nan            0
 1.9500         -nan            0
