#   dely     C(y)    Ny
 0.0500 -0.000337037      2843645
 0.1500 -0.000118959      2751834
 0.2500 -0.000016473      2589743
 0.3500 -0.000257844      2392226
 0.4500 -0.000011292      2166068
 0.5500 -0.000170530      1929105
 0.6500 -0.000150325      1690522
 0.7500 -0.000105194      1455012
 0.8500  0.000198733      1218758
 0.9500  0.000148801       983618
 1.0500  0.000144926       759703
 1.1500  0.000014889       550323
 1.2500 -0.000081451       362826
 1.3500 -0.000128930       209590
 1.4500  0.000006293        99376
 1.5500  0.000163257        33075
 1.6500 -0.000036399         5122
 1.7500  0.000434391           88
 1.8500         -nan            0
 1.9500         -nan            0
