#   dely     C(y)    Ny
 0.0500  0.000112809      2842867
 0.1500 -0.000298046      2748410
 0.2500 -0.000070683      2587815
 0.3500 -0.000310191      2386783
 0.4500 -0.000075626      2165159
 0.5500 -0.000307603      1926147
 0.6500  0.000064637      1691123
 0.7500 -0.000062176      1453278
 0.8500 -0.000021126      1216906
 0.9500  0.000148830       983013
 1.0500  0.000004165       758321
 1.1500  0.000089338       547833
 1.2500 -0.000127950       361637
 1.3500 -0.000291290       209359
 1.4500 -0.000281248        99779
 1.5500 -0.000154775        33513
 1.6500  0.002005152         4952
 1.7500  0.000003183           78
 1.8500         -nan            0
 1.9500         -nan            0
