#   dely     C(y)    Ny
 0.0500 -0.000188714      2846302
 0.1500 -0.000413025      2749975
 0.2500  0.000119623      2589782
 0.3500  0.000226349      2389947
 0.4500  0.000008477      2164119
 0.5500  0.000023369      1929113
 0.6500  0.000115849      1690518
 0.7500  0.000115240      1455024
 0.8500 -0.000120315      1216363
 0.9500  0.000166865       984080
 1.0500  0.000215216       757201
 1.1500  0.000071433       547881
 1.2500  0.000261708       361718
 1.3500  0.000072460       210325
 1.4500  0.000286247        99654
 1.5500 -0.000326822        33210
 1.6500  0.001783369         5055
 1.7500  0.000009417           82
 1.8500         -nan            0
 1.9500         -nan            0
