#   delphi     C(delphi)    Nphi
 5.0000  0.000237389      1222875
15.0000 -0.000106692      1225492
25.0000 -0.000326450      1223693
35.0000  0.000178267      1222087
45.0000 -0.000031343      1225451
55.0000  0.000001140      1222047
65.0000  0.000115323      1223549
75.0000  0.000379850      1225298
85.0000  0.000014436      1223150
95.0000  0.000044192      1223529
105.0000  0.000159077      1222633
115.0000  0.000010179      1221759
125.0000  0.000059859      1224580
135.0000  0.000035780      1223537
145.0000  0.000041810      1222188
155.0000  0.000192982      1224521
165.0000 -0.000092258      1222212
175.0000  0.000018789      1223186
