#   delphi     C(delphi)    Nphi
 5.0000 -0.000278007      1225873
15.0000  0.000460652      1223352
25.0000 -0.000329421      1222004
35.0000  0.000197939      1220558
45.0000  0.000076951      1223600
55.0000 -0.000075069      1223988
65.0000  0.000059380      1222735
75.0000 -0.000274447      1224979
85.0000 -0.000257147      1223800
95.0000 -0.000183898      1222996
105.0000  0.000011687      1223060
115.0000  0.000073072      1221631
125.0000  0.000021364      1222223
135.0000  0.000077471      1223655
145.0000  0.000073413      1223888
155.0000 -0.000067226      1224174
165.0000  0.000002063      1223563
175.0000 -0.000098281      1224601
