#   dely     C(y)    Ny
 0.0500  0.000087766      2842738
 0.1500 -0.000277896      2752195
 0.2500 -0.000139664      2586635
 0.3500 -0.000150638      2388119
 0.4500  0.000292624      2162912
 0.5500 -0.000060302      1928403
 0.6500  0.000048713      1689958
 0.7500  0.000065281      1452977
 0.8500 -0.000285391      1217827
 0.9500  0.000118800       983805
 1.0500  0.000105165       757997
 1.1500  0.000226949       548884
 1.2500  0.000062891       361392
 1.3500 -0.000246579       209796
 1.4500 -0.000252932        99208
 1.5500  0.000160003        32745
 1.6500 -0.001521712         5006
 1.7500  0.005422836           83
 1.8500         -nan            0
 1.9500         -nan            0
