#   delphi     C(delphi)    Nphi
 5.0000 -0.000098262      1224418
15.0000 -0.000324774      1223369
25.0000  0.000188455      1223847
35.0000  0.000031325      1224531
45.0000  0.000314102      1222569
55.0000 -0.000156316      1223424
65.0000 -0.000055798      1225021
75.0000  0.000476798      1223821
85.0000  0.000208564      1223232
95.0000  0.000021627      1222630
105.0000 -0.000051741      1223585
115.0000  0.000037436      1225965
125.0000 -0.000037857      1224264
135.0000  0.000210215      1224954
145.0000  0.000152352      1224831
155.0000  0.000083178      1223450
165.0000 -0.000028271      1221902
175.0000 -0.000178398      1223982
