#   dely     C(y)    Ny
 0.0500 -0.000157214      2845155
 0.1500  0.000098903      2752779
 0.2500  0.000123785      2591578
 0.3500 -0.000147079      2389230
 0.4500  0.000183679      2164454
 0.5500 -0.000058389      1929574
 0.6500  0.000117274      1692915
 0.7500 -0.000202040      1453646
 0.8500  0.000165901      1216004
 0.9500  0.000306836       985543
 1.0500 -0.000270801       760007
 1.1500  0.000209253       549112
 1.2500  0.000120368       360688
 1.3500  0.000080678       209709
 1.4500 -0.000130213        99851
 1.5500 -0.000365917        33379
 1.6500  0.000824463         5183
 1.7500  0.025962390           81
 1.8500         -nan            0
 1.9500         -nan            0
