#   dely     C(y)    Ny
 0.0500  0.000010222      2844118
 0.1500 -0.000141313      2753688
 0.2500 -0.000216728      2589194
 0.3500  0.000078063      2388043
 0.4500  0.000226849      2163780
 0.5500 -0.000086603      1927805
 0.6500 -0.000090339      1690665
 0.7500  0.000168609      1452886
 0.8500  0.000002136      1216951
 0.9500 -0.000335348       984021
 1.0500 -0.000043465       758600
 1.1500  0.000024641       548137
 1.2500  0.000207448       360270
 1.3500 -0.000017912       209664
 1.4500 -0.000173433        99293
 1.5500  0.000730642        33347
 1.6500  0.002490852         4915
 1.7500 -0.005811618           79
 1.8500         -nan            0
 1.9500         -nan            0
