#   delphi     C(delphi)    Nphi
 5.0000  0.000368071      1223246
15.0000 -0.000224021      1224514
25.0000 -0.001034856      1223092
35.0000 -0.000003244      1223763
45.0000  0.000258488      1224239
55.0000  0.000037854      1222225
65.0000  0.000161379      1224439
75.0000 -0.000047026      1224202
85.0000  0.000318670      1223800
95.0000  0.000093949      1222402
105.0000 -0.000144379      1224609
115.0000  0.000273276      1225544
125.0000 -0.000012295      1223725
135.0000 -0.000129182      1225621
145.0000  0.000107390      1223565
155.0000 -0.000038147      1222053
165.0000 -0.000149990      1220417
175.0000  0.000141110      1222711
