#   dely     C(y)    Ny
 0.0500 -0.000245052      2841931
 0.1500 -0.000056242      2748703
 0.2500 -0.000158358      2590363
 0.3500  0.000063567      2389110
 0.4500 -0.000311075      2163658
 0.5500  0.000121385      1928098
 0.6500  0.000108599      1691515
 0.7500 -0.000193865      1451821
 0.8500  0.000076558      1217855
 0.9500 -0.000454470       983941
 1.0500 -0.000123864       760007
 1.1500  0.000067052       548286
 1.2500  0.000051376       361381
 1.3500  0.000049115       210309
 1.4500 -0.000171115        99957
 1.5500  0.000035644        32940
 1.6500  0.001704758         4971
 1.7500  0.010656755           89
 1.8500         -nan            0
 1.9500         -nan            0
