#   delphi     C(delphi)    Nphi
 5.0000 -0.000218015      1223994
15.0000 -0.000080093      1222356
25.0000 -0.000227590      1223888
35.0000  0.000089051      1224513
45.0000 -0.000277608      1224603
55.0000 -0.000069939      1223250
65.0000 -0.000136251      1223149
75.0000 -0.000168956      1224853
85.0000 -0.000149387      1224791
95.0000 -0.000040529      1222155
105.0000 -0.000344193      1225071
115.0000  0.000140837      1222344
125.0000  0.000021413      1225203
135.0000 -0.000255324      1222995
145.0000 -0.000253067      1223950
155.0000 -0.000103807      1224170
165.0000  0.000024545      1223366
175.0000  0.000141388      1224328
