   5.00  -0.00003797 29372394.00000000   0.00005739
  15.00  -0.00017662 29372046.00000000   0.00006086
  25.00  -0.00022534 29376302.00000000   0.00005895
  35.00  -0.00013603 29367888.00000000   0.00006526
  45.00   0.00005743 29373958.00000000   0.00004636
  55.00  -0.00010990 29371541.00000000   0.00004247
  65.00  -0.00002183 29367288.00000000   0.00003036
  75.00  -0.00003113 29373265.00000000   0.00004551
  85.00  -0.00003859 29371305.00000000   0.00003633
  95.00  -0.00001095 29367590.00000000   0.00003203
 105.00  -0.00000999 29370477.00000000   0.00002789
 115.00   0.00005497 29367377.00000000   0.00002636
 125.00  -0.00001406 29365163.00000000   0.00002269
 135.00   0.00000908 29377080.00000000   0.00002671
 145.00   0.00001872 29369831.00000000   0.00002655
 155.00  -0.00003767 29368486.00000000   0.00002674
 165.00  -0.00003504 29363462.00000000   0.00002424
 175.00   0.00001412 29370845.00000000   0.00002264
