#   delphi     C(delphi)    Nphi
 5.0000  0.000485627      1222709
15.0000 -0.000451102      1222992
25.0000 -0.000397828      1222392
35.0000 -0.000065402      1225621
45.0000  0.000203400      1224675
55.0000  0.000152499      1223958
65.0000 -0.000125202      1222029
75.0000 -0.000320530      1224712
85.0000  0.000116622      1224884
95.0000  0.000069988      1223243
105.0000  0.000202106      1223747
115.0000 -0.000174326      1224229
125.0000 -0.000125688      1223758
135.0000  0.000061373      1224790
145.0000 -0.000101632      1225055
155.0000  0.000040693      1224910
165.0000 -0.000037513      1224479
175.0000 -0.000008383      1224129
