#   dely     C(y)    Ny
 0.0500  0.000009526      2846591
 0.1500 -0.000282181      2750852
 0.2500  0.000001266      2592441
 0.3500 -0.000027953      2388874
 0.4500  0.000026563      2163220
 0.5500  0.000134901      1928602
 0.6500 -0.000036459      1689217
 0.7500  0.000016993      1453367
 0.8500 -0.000149292      1217681
 0.9500 -0.000078450       983998
 1.0500  0.000044125       759042
 1.1500  0.000209495       548709
 1.2500  0.000116933       361900
 1.3500 -0.000109796       209718
 1.4500  0.000428189        99683
 1.5500 -0.000023332        33263
 1.6500  0.000120807         5070
 1.7500 -0.008369798           84
 1.8500         -nan            0
 1.9500         -nan            0
